ID,latitude,longitude,UserAccessTime(min),UserAccessNum,worktime(min)
1154,31.200248,121.474414,4385.016666666666,82,2383.75
1155,31.200249,121.443811,30415.433333333334,204,6418.7
1156,31.200293,121.400145,4666.8,47,1540.4166666666667
1157,31.200428,121.437655,10967.05,53,3257.35
1158,31.200432,121.447381,46140.73333333333,415,5906.266666666666
1159,31.200668,121.480775,267.0,7,194.33333333333334
1160,31.200719,121.519009,221.48333333333332,8,115.58333333333333
1161,31.200779,121.533917,48.85,1,48.85
1162,31.200783,121.446011,13987.916666666666,214,4593.4
1163,31.200811,121.444401,27008.933333333334,307,6893.333333333333
1164,31.200865,121.448273,36.3,1,36.3
1165,31.200875,121.481499,3.9166666666666665,3,1.35
1166,31.200882,121.446511,117288.48333333334,725,10994.716666666667
1167,31.201009,121.610969,1859.85,24,1501.9
1168,31.201064,121.438699,12928.366666666667,185,3129.6833333333334
1169,31.201121,121.445016,1870.0333333333333,15,1125.3166666666666
1170,31.201237,121.669336,20907.7,336,6192.883333333333
1171,31.201251,121.561484,53515.316666666666,415,9919.583333333334
1172,31.201259,121.40143,43965.26666666667,346,8440.516666666666
1173,31.201279,121.709485,238391.41666666666,1092,12169.7
1174,31.201303,121.434409,12673.966666666667,438,4701.133333333333
1175,31.201321,121.404211,3899.6,103,3777.733333333333
1176,31.201647,121.420098,19224.0,234,7123.25
1177,31.20172,121.743118,4656.233333333334,84,3187.0
1178,31.201817,121.452116,2.3833333333333333,2,2.3833333333333333
1179,31.201959,121.61095,265.65,8,249.36666666666667
1180,31.201965,121.452457,75731.25,460,8573.066666666668
1181,31.201966,121.545756,94.1,3,94.1
1182,31.202004,121.591317,30.133333333333333,1,30.133333333333333
1183,31.202075,121.187355,40478.833333333336,747,6755.766666666666
1184,31.202103,121.445912,820.0833333333334,25,449.1333333333333
1185,31.202118,121.395128,11480.4,224,4674.05
1186,31.202262,121.564812,470.0,11,281.6
1187,31.202395,121.6278,223297.5,930,12761.433333333332
1188,31.202883,121.476296,36770.25,377,6778.383333333333
1189,31.202912,121.712449,7828.583333333333,159,4827.45
1190,31.203019,121.443614,423.4,7,423.4
1191,31.203031,121.443586,14084.8,320,5762.75
1192,31.203194,121.46865,275.7,11,230.5
1193,31.203225,121.399229,17.416666666666668,2,17.416666666666668
1194,31.203252,121.441646,8.066666666666666,1,8.066666666666666
1195,31.203422,121.526246,220.85,9,220.85
1196,31.203473,121.445984,17050.566666666666,222,5963.55
1197,31.203552,121.371544,12823.833333333334,166,6993.083333333333
1198,31.203621,121.393816,76.31666666666666,6,76.31666666666666
1199,31.20367,121.543991,821.15,15,633.0
1200,31.203742,121.461251,475.5833333333333,7,186.96666666666667
1201,31.203911,121.590509,44.31666666666667,1,44.31666666666667
1202,31.203978,121.423912,47246.5,576,7074.783333333334
1203,31.203981,121.483421,1541.8,16,845.65
1204,31.203987,121.520591,83601.03333333334,753,9185.45
1205,31.204036,121.437644,331.45,16,207.95
1206,31.20414,121.406657,942.4333333333333,26,709.6
1207,31.204179,121.538588,26406.4,408,6369.9
1208,31.204322,121.455438,719.6333333333333,9,359.81666666666666
1209,31.204343,121.407018,10126.216666666667,170,5478.483333333334
1210,31.204349,121.693531,22294.266666666666,345,7709.666666666667
1211,31.204601,121.484087,949.5333333333333,47,547.35
1212,31.204614,121.432408,10706.7,250,4539.133333333333
1213,31.204763,121.526768,2057.016666666667,55,1235.3
1214,31.204999,121.471193,17101.616666666665,346,5663.416666666667
1215,31.205115,121.492127,53.28333333333333,3,53.28333333333333
1216,31.205759,121.26316,70048.3,867,10033.95
1217,31.205813,121.413544,15644.083333333334,197,4807.216666666666
1218,31.205839,121.462046,17804.616666666665,378,6675.933333333333
1219,31.206089,121.105074,1555.4333333333334,44,952.2666666666667
1220,31.206194,121.456569,25986.616666666665,255,6114.7
1221,31.206201,121.085991,745.9833333333333,18,698.55
1222,31.206458,121.562768,1331.1833333333334,11,793.9833333333333
1223,31.206547,121.306923,58841.71666666667,783,7924.6
1224,31.206573,121.701043,1.6,2,1.6
1225,31.206668,121.449678,1754.0166666666667,40,1001.5166666666667
1226,31.206761,121.399923,65.95,4,65.95
1227,31.20694,121.459659,4304.416666666667,100,1823.0666666666666
1228,31.206958,121.591146,3160.7,68,1864.55
1229,31.207094,121.713617,254.83333333333334,8,244.25
1230,31.207125,121.299924,33140.98333333333,453,7744.766666666666
1231,31.207139,121.449578,3749.9666666666667,97,2501.733333333333
1232,31.207205,121.482691,80604.51666666666,706,10049.25
1233,31.207247,121.572933,3380.0666666666666,72,1907.9333333333334
1234,31.207251,121.407122,4100.75,26,3184.3
1235,31.207348,121.70185,13340.3,184,4787.433333333333
1236,31.207679,121.489691,43499.316666666666,405,7933.333333333333
1237,31.2077,121.669382,77634.11666666667,571,9540.883333333333
1238,31.208108,121.41483,8565.283333333333,107,2921.4666666666667
1239,31.208153,121.41083,268.5,8,134.25
1240,31.208346,121.544892,89390.33333333333,898,10412.166666666666
1241,31.208384,121.466365,70684.85,426,9002.85
